item_id,population,current_tags,title,summary,steps,equipment_id,current_app_behaviour,disposition,tags,rationale
ea_dumbbell_seated_shoulder_press,TAGGED,shoulder,Dumbbell Seated Shoulder Press,"Sit on a bench with your back supported, holding a dumbbell in each hand at shoulder height with your palms facing forward","Sit on a bench with your back supported, holding a dumbbell in each hand at shoulder height with your palms facing forward Press the dumbbells upward until your arms are fully extended above your head Pause briefly at the top, ensuring your arms are straight but not locked Lower the dumbbells back to shoulder height with control. Repeat for the desired number of repetitions",bench_press,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_seated_shoulder_press_parallel_grip,TAGGED,shoulder,Dumbbell Seated Shoulder Press Parallel Grip,"Sit on a bench with back support. Hold a dumbbell in each hand at shoulder height, with your elbows bent at 90 degrees at chest level, facing forward, and your palms facing each other (parallel grip)","Sit on a bench with back support. Hold a dumbbell in each hand at shoulder height, with your elbows bent at 90 degrees at chest level, facing forward, and your palms facing each other (parallel grip) Press the dumbbells upward by extending your elbows, until your arms are fully extended above your head Pause briefly at the top of the movement, ensuring that your arms are straight but not locked Lower the dumbbells back to starting position following the steps in reverse. Repeat for the desired number of repetitions",bench_press,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_seated_zottman_curl,TAGGED,elbow,Dumbbell Seated Zottman Curl,"Sit on the end of a bench with a dumbbell in each hand, arms hanging, palms forward","Sit on the end of a bench with a dumbbell in each hand, arms hanging, palms forward Curl both dumbbells up to your shoulders with your elbows fixed at your sides At the top, rotate your wrists so the palms now face the floor Lower the dumbbells slowly in that position — this half should feel harder and take longer At the bottom, rotate the palms forward again and start the next repetition",bench_press,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_shoulder_extension,UNTAGGED,,Dumbbell Shoulder Extension,"Stand tall with a light dumbbell in each hand, arms by your sides, palms facing back","Stand tall with a light dumbbell in each hand, arms by your sides, palms facing back Keep the ribs down and the chest open, without arching the lower back Sweep both arms straight back behind you with the elbows straight Go only as far as the shoulders allow without the chest collapsing forward Return to your sides slowly, resisting the weight the whole way",dumbbell,"SHOWN to every user, including one with a declared injury. It carries no tag to screen against and the app does not tell the user it could not screen it. This is finding F013: the behaviour is reproduced and verified; its severity is what Q3 asks you to judge.",,,
ea_dumbbell_shrugs,TAGGED,lower_back neck upper_back,Dumbbell Shrugs,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms fully extended by your sides. Your palms should be facing your thighs","Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms fully extended by your sides. Your palms should be facing your thighs Raise your shoulders towards your ears by contracting your trapezius muscles, lifting the dumbbells without bending your elbows Hold the contraction at the top for a brief moment, squeezing your trapezius muscles Lower your shoulders back to the starting position with control. Repeat for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_side_bend,UNTAGGED,,Dumbbell Side Bend,"Stand with your feet shoulder-width apart, holding a dumbbell in your right hand with your arm fully extended by your side. Place your left hand behind your head","Stand with your feet shoulder-width apart, holding a dumbbell in your right hand with your arm fully extended by your side. Place your left hand behind your head Slowly bend to your right side at the waist, lowering the dumbbell towards the floor Bend as far as comfortably possible, feeling a stretch in your left oblique muscles Return to the starting position. Repeat for the desired number of repetitions, then switch to the left side",dumbbell,"SHOWN to every user, including one with a declared injury. It carries no tag to screen against and the app does not tell the user it could not screen it. This is finding F013: the behaviour is reproduced and verified; its severity is what Q3 asks you to judge.",,,
ea_dumbbell_side_lunge_alternating,TAGGED,hip knee,Dumbbell Side Lunge Alternating,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms at your sides","Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms at your sides Take a large step to your right with your right foot, bending your right knee and lowering your hips down and back as if you are sitting into a chair. Keeping your left leg straight and rotating it until your left foot points to the ceiling Lower yourself until your right thigh is parallel to the floor, ensuring your knee tracks over your toes. The dumbbells should be hanging down towards the floor on either side of your right leg Push through your right heel to return to the starting position. Continue alternating sides for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_side_lunge_left_n_right,TAGGED,hip knee,Dumbbell Side Lunge Left N Right,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms at your sides","Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms at your sides Take a large step to your right with your right foot, bending your right knee and lowering your hips down and back as if you are sitting into a chair. Keeping your left leg straight Lower yourself until your right thigh is parallel to the floor, ensuring your knee tracks over your toes. The dumbbells should be hanging down towards the floor on either side of your right leg Push through your right heel to return to the starting position. Continue alternating sides for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_side_lunge_single_leg,TAGGED,hip knee,Dumbbell Side Lunge Single Leg,"Stand with your feet together, holding a dumbbell with both hands close to your chest","Stand with your feet together, holding a dumbbell with both hands close to your chest Take a large step to your left with your left foot, bending your left knee and lowering your hips down and back as if you are sitting into a chair. Keep your right leg straight Lower yourself until your left thigh is parallel to the floor Push through your left heel to return to the starting position. Perform all repetitions on the left side before switching to the right side and repeating the exercise",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_side_lying_one_hand_raise,TAGGED,hip shoulder,Dumbbell Side Lying One Hand Raise,"Lie on your right side on a bench, with your legs stacked and your right elbow on the bench for support. Hold a dumbbell in your left hand with your arm resting along your left side","Lie on your right side on a bench, with your legs stacked and your right elbow on the bench for support. Hold a dumbbell in your left hand with your arm resting along your left side Slowly raise the dumbbell towards the ceiling, keeping your arm straight until it is fully extended Lower the dumbbell back down to the starting position in a controlled manner, focusing on engaging your shoulder muscles throughout the movement Repeat the exercise for the desired number of repetitions on your left side",bench_press,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_side_plank_up_down,TAGGED,elbow wrist,Dumbbell Side Plank Up Down,Start in a side plank on your lower elbow with your hips lifted,"Start in a side plank on your lower elbow with your hips lifted Hold a light dumbbell on the top hip or leave the top hand free Press up onto the lower hand by straightening that arm Lower back onto the elbow under control without letting the hips drop Continue for the set, then change sides",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_side_plank_with_rear_fly,TAGGED,elbow shoulder upper_back wrist,Dumbbell Side Plank with Rear Fly,"Begin by positioning yourself in a side plank on your right side, with your right elbow directly under your shoulder and both feet on the floor   shoulder-width apart. Hold a dumbbell in your left hand, with your arm extended straight out in front of your chest","Begin by positioning yourself in a side plank on your right side, with your right elbow directly under your shoulder and both feet on the floor   shoulder-width apart. Hold a dumbbell in your left hand, with your arm extended straight out in front of your chest Engage your core to lift your hips off the floor, creating a straight line from your head to your feet. Maintain this plank position throughout the exercise Slowly raise the dumbbell in a wide arc motion outwards, lifting your arm until it is just higher than parallel to the floor, while slightly rotating your torso to the left Lower the dumbbell back to the starting position with control. Repeat for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_side_squat_side_to_side,TAGGED,ankle hip knee,Dumbbell Side Squat Side to Side,"Begin by standing with your feet wider than shoulder-width apart, holding a dumbbell close to your chest","Begin by standing with your feet wider than shoulder-width apart, holding a dumbbell close to your chest Shift your weight to your right leg, bending your knee and pushing your hips back to lower into a side lunge. Keep your left leg straight and your chest up Push through your right heel to return to the starting position, straightening your leg Continue alternating sides for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_silverback_shrug,TAGGED,lower_back neck upper_back,Dumbbell Silverback Shrug,Stand with feet hip width and a dumbbell in each hand,"Stand with feet hip width and a dumbbell in each hand Hinge forward from the hips with a neutral spine until your torso is at about forty-five degrees Let the arms hang straight and the shoulder blades spread apart Squeeze the blades together and slightly down without bending the elbows Hold for a second, then let them spread again under control",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_simultaneous_biceps_curl,TAGGED,elbow,Dumbbell Simultaneous Biceps Curl,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms fully extended and palms facing forward","Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms fully extended and palms facing forward Simultaneously curl both dumbbells upward towards your shoulders by bending your elbows, keeping your upper arms stationary Squeeze your biceps at the top of the movement, ensuring the dumbbells reach shoulder height Lower the dumbbells back to the starting position with control, fully extending your arms. Repeat for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_single_arm_floor_press,TAGGED,shoulder,Dumbbell Single Arm Floor Press,"Begin by lying flat on your back on the floor with your knees bent and feet flat on the floor. Hold a dumbbell in your right hand with your arm bent and your elbow touching the floor, at a 45-degree angle from your body","Begin by lying flat on your back on the floor with your knees bent and feet flat on the floor. Hold a dumbbell in your right hand with your arm bent and your elbow touching the floor, at a 45-degree angle from your body Press the dumbbell up by extending your arm until it is fully straightened towards the ceiling Lower the dumbbell back down with control, bringing your elbow back to a few inches off the floor Complete the desired number of repetitions with the right arm, then switch to the left arm and repeat the movement",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_single_arm_floor_press_from_close_elbow,TAGGED,shoulder,Dumbbell Single Arm Floor Press From Close Elbow,"Begin by lying flat on your back on the floor with your knees bent and feet flat on the floor. Hold a dumbbell in your right hand, positioning your arm close to your body with your elbow touching the floor and bent at a 90-degree angle","Begin by lying flat on your back on the floor with your knees bent and feet flat on the floor. Hold a dumbbell in your right hand, positioning your arm close to your body with your elbow touching the floor and bent at a 90-degree angle Press the dumbbell up by extending your arm until it is fully straightened towards the ceiling Lower the dumbbell back down with control, bringing your elbow back to the starting position close to your body and touching the floor Complete the desired number of repetitions with the right arm, then switch to the left arm and repeat the movement",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_single_arm_overhead_carry,TAGGED,shoulder,Dumbbell Single Arm Overhead Carry,"Begin by standing with your feet shoulder-width apart, holding a dumbbell in your right hand. Press the dumbbell overhead until your arm is fully extended","Begin by standing with your feet shoulder-width apart, holding a dumbbell in your right hand. Press the dumbbell overhead until your arm is fully extended Walk forward in a straight line for the desired distance, keeping the dumbbell steady overhead Once you've covered the desired distance, carefully lower the dumbbell back to your shoulder and switch to your left hand. Repeat the movement with your left arm overhead",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_single_arm_overhead_lunge,TAGGED,hip knee shoulder,Dumbbell Single Arm Overhead Lunge,"Stand with your feet shoulder-width apart, holding a dumbbell in your right hand. Press the dumbbell overhead, fully extending your arm","Stand with your feet shoulder-width apart, holding a dumbbell in your right hand. Press the dumbbell overhead, fully extending your arm Step forward with your right foot into a lunge position, lowering your hips until both knees are bent at a 90-degree angle Push through your right heel to return to the starting position, maintaining the dumbbell overhead throughout the movement Repeat for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_single_arm_starfish_crunch,TAGGED,lower_back neck,Dumbbell Single Arm Starfish Crunch,Begin by lying flat on your back with your arms and legs extended in a starfish position. Hold a dumbbell in your right hand and keep the left hand firm on the floor,"Begin by lying flat on your back with your arms and legs extended in a starfish position. Hold a dumbbell in your right hand and keep the left hand firm on the floor Engage your core and lift your left leg and right arm simultaneously, aiming to touch the dumbbell to your left foot Reach as high as you can control, squeezing your abdominal muscles at the top of the movement Lower your arm and leg back to the starting position in a controlled manner. Repeat for the desired number of repetitions, then switch to holding the dumbbell in your left hand and raising your right leg",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_single_arm_underhand_front_raise,TAGGED,shoulder,Dumbbell Single Arm Underhand Front Raise,"Stand with your feet shoulder-width apart, holding a dumbbell in your right hand with an underhand grip (palm facing forward). Let your arm hang straight down at your side","Stand with your feet shoulder-width apart, holding a dumbbell in your right hand with an underhand grip (palm facing forward). Let your arm hang straight down at your side Slowly raise the dumbbell in front of you to shoulder height, keeping your arm straight and your palm facing up Pause briefly at the top of the movement, ensuring your arm is parallel to the floor Lower the dumbbell back to the starting position in a controlled manner. Repeat for the desired number of repetitions, then switch to the left arm",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_single_arm_upright_row,TAGGED,neck shoulder upper_back,Dumbbell Single Arm Upright Row,Stand tall with a dumbbell in one hand resting against the front of your thigh,"Stand tall with a dumbbell in one hand resting against the front of your thigh Put the other hand on your hip and keep your shoulders level Pull the dumbbell straight up close to your body, leading with the elbow Stop at a height that stays comfortable for your shoulder, and stop earlier if you feel pinching at the front or top of the shoulder Lower slowly to the thigh, then finish the set and change arms",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_single_leg_calf_raise_wall_support,TAGGED,ankle,Dumbbell Single Leg Calf Raise Wall Support,"Stand with your right side facing a wall, placing your right hand on the wall for support and holding a dumbbell in your left hand. Lift your right leg off the floor, balancing on your left leg","Stand with your right side facing a wall, placing your right hand on the wall for support and holding a dumbbell in your left hand. Lift your right leg off the floor, balancing on your left leg Press through your left forefoot to raise your heel off the floor as high as you can control Pause briefly at the top of the movement, squeezing your calf muscle Lower your heel back to the starting position in a controlled manner. Repeat for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_single_leg_deadlift,TAGGED,hip lower_back,Dumbbell Single Leg Deadlift,"Stand with your feet hip-width apart, holding a dumbbell in each hand extended down in front of you. Shift your weight onto your left leg and lift your right foot slightly off the floor behind you","Stand with your feet hip-width apart, holding a dumbbell in each hand extended down in front of you. Shift your weight onto your left leg and lift your right foot slightly off the floor behind you Begin to hinge at your hips, extending your right leg straight behind you while lowering the dumbbells towards the floor. Keep a slight bend in your left knee Lower the dumbbells until your torso is parallel to the floor, or as far as your flexibility allows, maintaining a straight line from your head to your right heel Return to the starting position by driving through your left heel and bringing your right leg forward, keeping it off the floor. Repeat for the desired number of repetitions, then switch to the left hand and right leg",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_single_leg_glute_bridge,TAGGED,hip,Dumbbell Single Leg Glute Bridge,"Begin by lying flat on your back with your knees bent and feet flat on the floor. Hold a dumbbell across your hips with both hands. Extend your left leg straight out in front of you, keeping it in line with your right thigh","Begin by lying flat on your back with your knees bent and feet flat on the floor. Hold a dumbbell across your hips with both hands. Extend your left leg straight out in front of you, keeping it in line with your right thigh Engage your core and squeeze your glutes. Drive through your right heel to lift your hips towards the ceiling, forming a straight line from your shoulders to your right knee Hold the top position briefly, squeezing your glutes and maintaining a straight line with your body Lower your hips back to the starting position with control, ensuring your left leg remains extended. Repeat for the desired number of repetitions, then switch to the other leg",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_single_leg_hip_thrust,TAGGED,hip,Dumbbell Single Leg Hip Thrust,Sit on the floor with your upper back against a bench and knees bent,"Sit on the floor with your upper back against a bench and knees bent Lift one foot off the floor and hold that knee bent in the air Rest a dumbbell across the hips and hold it steady with both hands Drive through the whole foot of the planted leg, keeping the heel grounded, until your body is straight from knee to shoulder Lower slowly under control, then finish the set and change legs",bench_press,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_single_leg_single_arm_deadlift,TAGGED,hip lower_back,Dumbbell Single Leg Single Arm Deadlift,Stand on one leg with a dumbbell in the opposite hand,"Stand on one leg with a dumbbell in the opposite hand Keep a soft bend in the standing knee and lock your spine in neutral Hinge forward from the hip, letting the free leg rise straight behind you Lower until your torso and back leg form one line roughly parallel to the floor Squeeze the glute to return upright, then finish the set and switch sides",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_single_leg_split_squat,TAGGED,ankle hip knee,Dumbbell Single Leg Split Squat,Begin by standing with your back facing a bench. Hold a dumbbell in each hand at your sides. Lift your left foot back to rest on the bench behind you,"Begin by standing with your back facing a bench. Hold a dumbbell in each hand at your sides. Lift your left foot back to rest on the bench behind you Lower your body into a squat position by bending your right knee, keeping your torso upright. Your right knee should align over your ankle, and your left knee should lower towards the floor without touching it Push through your right heel to return to the starting position, straightening your right leg Repeat for the desired number of repetitions",bench_press,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_single_leg_squat,TAGGED,ankle hip knee,Dumbbell Single Leg Squat,"Begin by standing on your right leg, holding a dumbbell in each hand at your sides. Lift your left leg slightly off the floor, keeping it straight and extended in front of you","Begin by standing on your right leg, holding a dumbbell in each hand at your sides. Lift your left leg slightly off the floor, keeping it straight and extended in front of you Lower your body into a squat position by bending your right knee. Your left leg should remain extended in front of you without touching the floor Lower until your right thigh is parallel to the floor, ensuring your knee stays aligned with your foot and doesn't go past your toes Push through your right heel to return to standing position, keeping your left leg extended. Repeat for the desired repetitions, then switch to the left leg",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_single_leg_squat_with_support_pistol,TAGGED,ankle hip knee,Dumbbell Single Leg Squat with Support (pistol),"Stand next to a lifting cage and hold the lifting cage bar for support with your right hand. Hold a dumbbell in your left hand, allowing it to hang down to your side. Position your feet hip-width apart","Stand next to a lifting cage and hold the lifting cage bar for support with your right hand. Hold a dumbbell in your left hand, allowing it to hang down to your side. Position your feet hip-width apart Lift your left leg off the floor and extend it forward Bend your right knee to lower your body into a squat position. Lower yourself as far as you can control, keeping your balance Press through the heel of your right leg to return to the starting position, fully extending your leg. Repeat for the desired number of repetitions",squat_rack,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_single_leg_step_up,TAGGED,hip knee,Dumbbell Single Leg Step-up,"Stand facing a sturdy platform, holding a dumbbell in each hand with arms at your sides","Stand facing a sturdy platform, holding a dumbbell in each hand with arms at your sides Lift and place your right foot on the platform, ensuring your entire foot is firm Push through your right heel to lift your body onto the bench, bringing your left foot up to meet your right foot on the bench Step back down with your left foot, followed by your right foot, returning to the starting position. Repeat for the desired number of reps, then switch to the left leg",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_skullcrusher,UNTAGGED,,Dumbbell Skullcrusher,"Lie on a bench with a dumbbell in each hand and press them up over your shoulders, palms facing each other","Lie on a bench with a dumbbell in each hand and press them up over your shoulders, palms facing each other Keep your upper arms vertical for the whole set Bend the elbows to lower the dumbbells down beside your ears Stop when your forearms pass just below parallel with the floor Straighten the arms back to the top without letting the elbows flare outward",bench_press,"SHOWN to every user, including one with a declared injury. It carries no tag to screen against and the app does not tell the user it could not screen it. This is finding F013: the behaviour is reproduced and verified; its severity is what Q3 asks you to judge.",,,
ea_dumbbell_split_squat,TAGGED,ankle hip knee,Dumbbell Split Squat,"Stand with your feet hip-width apart, holding a dumbbell in each hand at your sides","Stand with your feet hip-width apart, holding a dumbbell in each hand at your sides Step your right foot forward and your left foot back, keeping your feet hip-width apart for balance Lower your body into a lunge position by bending both knees until your front knee is directly above your ankle and your back knee is hovering just above the floor Push through your front heel to return to the starting position. Repeat for the desired number of repetitions, then switch legs",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_squats,TAGGED,ankle hip knee,Dumbbell Squats,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at your sides. Keep your chest up and shoulders back","Stand with your feet shoulder-width apart, holding a dumbbell in each hand at your sides. Keep your chest up and shoulders back Bend your knees and push your hips back as if you are sitting in a chair, lowering your body into a squat position. Ensure your knees do not extend beyond your toes Continue lowering until your thighs are parallel to the floor, keeping your weight evenly distributed through your heels Push through your heels to stand back up to the starting position, squeezing your glutes at the top",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_squats_to_shoulder_press,TAGGED,ankle hip knee shoulder,Dumbbell Squats to Shoulder Press,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height just in front of your shoulders, palms facing each other","Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height just in front of your shoulders, palms facing each other Lower into a squat by bending your knees and hips, keeping your spine neutral and chest up until your thighs are parallel to the floor Push through your heels to stand up while simultaneously pressing the dumbbells overhead until your arms are fully extended Lower the dumbbells back to shoulder height as you prepare for the next squat. Repeat the movement for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_staggered_deadlift,TAGGED,hip lower_back,Dumbbell Staggered Deadlift,"Stand with one foot forward and the other a half step back, heel raised","Stand with one foot forward and the other a half step back, heel raised Hold a dumbbell in each hand in front of your thighs Put around eighty percent of your weight on the front foot Push your hips back and lower the weights along the front leg with a neutral spine Drive through the whole front foot, keeping the heel grounded, to stand, then change the stance and repeat",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_staggered_glute_bridge,TAGGED,hip,Dumbbell Staggered Glute Bridge,Lie on your back with knees bent and one foot slid further forward than the other,"Lie on your back with knees bent and one foot slid further forward than the other Hold a dumbbell across your hips with both hands Press mostly through the heel of the near foot, using the far one only lightly Lift your hips until your body is straight from knee to shoulder Lower under control, then swap which foot is forward",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_staggered_hip_thrust,TAGGED,hip,Dumbbell Staggered Hip Thrust,"Sit with your upper back against a bench, knees bent, one foot ahead of the other","Sit with your upper back against a bench, knees bent, one foot ahead of the other Rest a dumbbell across your hips and hold it with both hands Push mostly through the heel of the rear foot, the front one only for balance Drive your hips up until your body is straight from knee to shoulder Lower slowly and repeat, then swap the feet over",bench_press,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_standing_alternate_overhead_press,TAGGED,shoulder,Dumbbell Standing Alternate Overhead Press,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height with your palms facing each other","Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height with your palms facing each other Press the right dumbbell overhead until your arm is fully extended while keeping the left dumbbell at shoulder height Lower the right dumbbell back to shoulder height and then press the left dumbbell overhead until your left arm is fully extended Continue alternating the press between your right and left arms for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_standing_alternate_raise,TAGGED,shoulder,Dumbbell Standing Alternate Raise,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms hanging by your sides and palms facing backward","Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms hanging by your sides and palms facing backward Raise the right dumbbell in front of you until your arm is parallel to the floor, keeping a slight bend in your elbow Lower the right dumbbell back to the starting position and then raise the left dumbbell in front of you until your arm is parallel to the floor Continue alternating the raise between your right and left arms for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_standing_alternate_vertical_front_raises,TAGGED,shoulder,Dumbbell Standing Alternate Vertical Front Raises,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms hanging straight down by your sides, palms facing your body","Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms hanging straight down by your sides, palms facing your body Raise the right dumbbell in front of you, keeping your arm straight but not locked, until it reaches shoulder height Lower the right dumbbell back to the starting position and then raise the left dumbbell in front of you to shoulder height Continue alternating the raise between your right and left arms for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_standing_behind_back_shoulders_press,TAGGED,shoulder upper_back,Dumbbell Standing Behind Back Shoulders Press,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand. Your hands should be at a level behind your neck with your palms facing forward and elbows bent","Stand with your feet shoulder-width apart, holding a dumbbell in each hand. Your hands should be at a level behind your neck with your palms facing forward and elbows bent Press the dumbbells upward overhead by extending your arms fully Squeeze your shoulders at the top of the movement, ensuring your arms are fully extended and in line with your shoulders Lower the dumbbells back to the starting position with control. Repeat for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_standing_both_arms_kickback,TAGGED,elbow,Dumbbell Standing Both Arms Kickback,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand. Bend your knees slightly and hinge forward at the hips, keeping your spine neutral and your torso almost parallel to the floor","Stand with your feet shoulder-width apart, holding a dumbbell in each hand. Bend your knees slightly and hinge forward at the hips, keeping your spine neutral and your torso almost parallel to the floor Begin with your arms bent at 90 degrees, elbows close to your sides, and dumbbells hanging down Extend both arms straight back by straightening your elbows, keeping your upper arms stationary and close to your body. Focus on squeezing your triceps at the top of the movement Slowly bend your elbows to return the dumbbells to the starting position. Repeat for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_standing_calf_raise,TAGGED,ankle,Dumbbell Standing Calf Raise,"Stand upright with your feet hip-width apart, holding a dumbbell in each hand at your sides. Keep your posture straight and your core engaged","Stand upright with your feet hip-width apart, holding a dumbbell in each hand at your sides. Keep your posture straight and your core engaged Slowly raise your heels off the floor by pushing through your forefeet, lifting your body upward as high as you can control Hold the top position for a brief moment, feeling the contraction in your calf muscles Lower your heels back down to the starting position with control. Repeat for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_standing_calf_raise_on_step,TAGGED,ankle,Dumbbell Standing Calf Raise on Step,"Stand on a step platform with your heels hanging off the edge, holding a dumbbell in each hand at your sides. Position your feet hip-width apart","Stand on a step platform with your heels hanging off the edge, holding a dumbbell in each hand at your sides. Position your feet hip-width apart Slowly raise your heels as high as you can control by pushing through your forefeet, lifting your body upward Hold the top position for a brief moment, feeling the contraction in your calf muscles Lower your heels below the edge of the step, feeling a stretch in your calves. Repeat for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_standing_concentration_curl,TAGGED,elbow,Dumbbell Standing Concentration Curl,"Stand with your feet shoulder-width apart, holding a dumbbell in your right hand. Slightly bend your knees and lean your torso forward, placing your left hand on your left knee for support. Allow your right arm to hang straight down towards the floor","Stand with your feet shoulder-width apart, holding a dumbbell in your right hand. Slightly bend your knees and lean your torso forward, placing your left hand on your left knee for support. Allow your right arm to hang straight down towards the floor Curl the dumbbell towards your opposite shoulder by bending your elbow, keeping your upper arm stationary Squeeze your biceps at the peak of the movement, ensuring the dumbbell reaches close to your shoulder Lower the dumbbell back to the starting position with control. Repeat for the desired repetitions, then switch to the other arm",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_standing_curl_arnold_press,TAGGED,shoulder,Dumbbell Standing Curl Arnold Press,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand, positioned just in front of your shoulders. Your elbows should be facing down, and your palms facing your shoulders","Stand with your feet shoulder-width apart, holding a dumbbell in each hand, positioned just in front of your shoulders. Your elbows should be facing down, and your palms facing your shoulders Press the dumbbells overhead while rotating your wrists so your palms face forward, fully extending your arms at the top of the movement Reverse the movement by lowering the dumbbells back to shoulder level, rotating your wrists back to the starting position Repeat the press and rotation for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
ea_dumbbell_standing_front_raise_above_head,TAGGED,shoulder,Dumbbell Standing Front Raise Above Head,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip (palms facing down). Let your arms hang straight down in front of your hips","Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip (palms facing down). Let your arms hang straight down in front of your hips Raise both dumbbells simultaneously in front of you, keeping your arms straight and lifting until the dumbbells are above your head Hold the position briefly at the top, ensuring your arms are fully extended above your head Lower the dumbbells back to the starting position with control, keeping your movements slow and steady. Repeat for the desired number of repetitions",dumbbell,Removed from the library of a user whose declared injury region intersects these tags.,,,
