index,id,title,group,has_purpose,priority,visual_status,poster_ref_status,safety_tags,issue_codes,fields,findings,recommended_actions,original_purpose,proposed_purpose,original_steps,proposed_steps,poster_src
1117,ea_dumbbell_single_leg_hip_thrust,Dumbbell Single Leg Hip Thrust,Legs,True,P2,PASS,PASS,hip,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Prefer 'drive through the whole foot/tripod foot' while keeping heel grounded.,"One leg at a time, with the shoulders raised on a bench for a long range — this is the strongest position there is for loading the glute. It also shows which side has been doing less work.","Trains the lower body through the Dumbbell Single Leg Hip Thrust movement. Use a controlled, pain-free range and a load that lets you keep stable alignment.","Sit on the floor with your upper back against a bench and knees bent || Lift one foot off the floor and hold that knee bent in the air || Rest a dumbbell across the hips and hold it steady with both hands || Drive through the heel of the planted foot until your body is straight from knee to shoulder || Lower slowly under control, then finish the set and change legs","Sit on the floor with your upper back against a bench and knees bent || Lift one foot off the floor and hold that knee bent in the air || Rest a dumbbell across the hips and hold it steady with both hands || Drive through the heel of the planted foot until your body is straight from knee to shoulder || Lower slowly under control, then finish the set and change legs",../../mobile/assets/posters/girl/ea_dumbbell_single_leg_hip_thrust.jpg
1118,ea_dumbbell_single_leg_single_arm_deadlift,Dumbbell Single Leg Single Arm Deadlift,Legs,True,PASS,PASS,PASS,hip; lower_back,,,No targeted pattern issue detected,None,"Balancing on one leg while hinging trains the hamstring, the glute and your balance at the same time. Holding the weight in the opposite hand adds a twist your back has to resist, which is exactly what carrying a bag on one side does.","Balancing on one leg while hinging trains the hamstring, the glute and your balance at the same time. Holding the weight in the opposite hand adds a twist your back has to resist, which is exactly what carrying a bag on one side does.","Stand on one leg with a dumbbell in the opposite hand || Keep a soft bend in the standing knee and lock your spine in neutral || Hinge forward from the hip, letting the free leg rise straight behind you || Lower until your torso and back leg form one line roughly parallel to the floor || Squeeze the glute to return upright, then finish the set and switch sides","Stand on one leg with a dumbbell in the opposite hand || Keep a soft bend in the standing knee and lock your spine in neutral || Hinge forward from the hip, letting the free leg rise straight behind you || Lower until your torso and back leg form one line roughly parallel to the floor || Squeeze the glute to return upright, then finish the set and switch sides",../../mobile/assets/posters/girl/ea_dumbbell_single_leg_single_arm_deadlift.jpg
1119,ea_dumbbell_single_leg_split_squat,Dumbbell Single Leg Split Squat,Legs,False,PASS,NOT_VERIFIED,PASS,ankle; hip; knee,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Begin by standing with your back facing a bench. Hold a dumbbell in each hand at your sides. Lift your left foot back to rest on the bench behind you || Lower your body into a squat position by bending your right knee, keeping your torso upright. Your right knee should align over your ankle, and your left knee should lower towards the floor without touching it || Push through your right heel to return to the starting position, straightening your right leg || Repeat for the desired number of repetitions","Begin by standing with your back facing a bench. Hold a dumbbell in each hand at your sides. Lift your left foot back to rest on the bench behind you || Lower your body into a squat position by bending your right knee, keeping your torso upright. Your right knee should align over your ankle, and your left knee should lower towards the floor without touching it || Push through your right heel to return to the starting position, straightening your right leg || Repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_single_leg_split_squat.jpg
1120,ea_dumbbell_single_leg_squat,Dumbbell Single Leg Squat,Legs,False,PASS,NOT_VERIFIED,PASS,ankle; hip; knee,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Begin by standing on your right leg, holding a dumbbell in each hand at your sides. Lift your left leg slightly off the floor, keeping it straight and extended in front of you || Lower your body into a squat position by bending your right knee. Your left leg should remain extended in front of you without touching the floor || Lower until your right thigh is parallel to the floor, ensuring your knee stays aligned with your foot and doesn't go past your toes || Push through your right heel to return to standing position, keeping your left leg extended. Repeat for the desired repetitions, then switch to the left leg","Begin by standing on your right leg, holding a dumbbell in each hand at your sides. Lift your left leg slightly off the floor, keeping it straight and extended in front of you || Lower your body into a squat position by bending your right knee. Your left leg should remain extended in front of you without touching the floor || Lower until your right thigh is parallel to the floor, ensuring your knee stays aligned with your foot and doesn't go past your toes || Push through your right heel to return to standing position, keeping your left leg extended. Repeat for the desired repetitions, then switch to the left leg",../../mobile/assets/posters/men/ea_dumbbell_single_leg_squat.jpg
1121,ea_dumbbell_single_leg_squat_with_support_pistol,Dumbbell Single Leg Squat with Support (pistol),Legs,False,P1,NOT_VERIFIED,PASS,ankle; hip; knee,FORCED_ROM,Steps,Unqualified maximum-range cue may push a user beyond the range they can control without symptoms or compensation.,"Use the largest controlled, pain-free range available without compensation; regress range if alignment or symptoms deteriorate.",[not written — H3 pending],[not generated in this audit — H3 pending],"Stand next to a lifting cage and hold the lifting cage bar for support with your right hand. Hold a dumbbell in your left hand, allowing it to hang down to your side. Position your feet hip-width apart || Lift your right leg off the floor and extend it forward || Bend your right knee to lower your body into a squat position. Lower yourself as far as you can while maintaining control and balance || Press through the heel of your right leg to return to the starting position, fully extending your leg. Repeat for the desired number of repetitions","Stand next to a lifting cage and hold the lifting cage bar for support with your right hand. Hold a dumbbell in your left hand, allowing it to hang down to your side. Position your feet hip-width apart || Lift your right leg off the floor and extend it forward || Bend your right knee to lower your body into a squat position. Lower yourself through the largest controlled, pain-free range you can maintain without compensation while maintaining control and balance || Press through the heel of your right leg to return to the starting position, fully extending your leg. Repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_single_leg_squat_with_support_pistol.jpg
1122,ea_dumbbell_single_leg_step_up,Dumbbell Single Leg Step-up,Legs,False,PASS,NOT_VERIFIED,PASS,hip; knee,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Stand facing a sturdy platform, holding a dumbbell in each hand with arms at your sides || Lift and place your right foot on the platform, ensuring your entire foot is firm || Push through your right heel to lift your body onto the bench, bringing your left foot up to meet your right foot on the bench || Step back down with your left foot, followed by your right foot, returning to the starting position. Repeat for the desired number of reps, then switch to the left leg","Stand facing a sturdy platform, holding a dumbbell in each hand with arms at your sides || Lift and place your right foot on the platform, ensuring your entire foot is firm || Push through your right heel to lift your body onto the bench, bringing your left foot up to meet your right foot on the bench || Step back down with your left foot, followed by your right foot, returning to the starting position. Repeat for the desired number of reps, then switch to the left leg",../../mobile/assets/posters/men/ea_dumbbell_single_leg_step_up.jpg
1123,ea_dumbbell_split_squat,Dumbbell Split Squat,Legs,False,PASS,NOT_VERIFIED,PASS,ankle; hip; knee,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Stand with your feet hip-width apart, holding a dumbbell in each hand at your sides || Step your right foot forward and your left foot back, keeping your feet hip-width apart for balance || Lower your body into a lunge position by bending both knees until your front knee is directly above your ankle and your back knee is hovering just above the floor || Push through your front heel to return to the starting position. Repeat for the desired number of repetitions, then switch legs","Stand with your feet hip-width apart, holding a dumbbell in each hand at your sides || Step your right foot forward and your left foot back, keeping your feet hip-width apart for balance || Lower your body into a lunge position by bending both knees until your front knee is directly above your ankle and your back knee is hovering just above the floor || Push through your front heel to return to the starting position. Repeat for the desired number of repetitions, then switch legs",../../mobile/assets/posters/men/ea_dumbbell_split_squat.jpg
1124,ea_dumbbell_squats,Dumbbell Squats,Legs,False,PASS,NOT_VERIFIED,PASS,ankle; hip; knee,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at your sides. Keep your chest up and shoulders back || Bend your knees and push your hips back as if you are sitting in a chair, lowering your body into a squat position. Ensure your knees do not extend beyond your toes || Continue lowering until your thighs are parallel to the floor, keeping your weight evenly distributed through your heels || Push through your heels to stand back up to the starting position, squeezing your glutes at the top","Stand with your feet shoulder-width apart, holding a dumbbell in each hand at your sides. Keep your chest up and shoulders back || Bend your knees and push your hips back as if you are sitting in a chair, lowering your body into a squat position. Ensure your knees do not extend beyond your toes || Continue lowering until your thighs are parallel to the floor, keeping your weight evenly distributed through your heels || Push through your heels to stand back up to the starting position, squeezing your glutes at the top",../../mobile/assets/posters/men/ea_dumbbell_squats.jpg
1125,ea_dumbbell_squats_to_shoulder_press,Dumbbell Squats to Shoulder Press,Legs,False,P2,NOT_VERIFIED,PASS,ankle; hip; knee; shoulder,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.,[not written — H3 pending],[not generated in this audit — H3 pending],"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height just in front of your shoulders, palms facing each other || Lower into a squat by bending your knees and hips, keeping your back straight and chest up until your thighs are parallel to the floor || Push through your heels to stand up while simultaneously pressing the dumbbells overhead until your arms are fully extended || Lower the dumbbells back to shoulder height as you prepare for the next squat. Repeat the movement for the desired number of repetitions","Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height just in front of your shoulders, palms facing each other || Lower into a squat by bending your knees and hips, keeping your back straight and chest up until your thighs are parallel to the floor || Push through your heels to stand up while simultaneously pressing the dumbbells overhead until your arms are fully extended || Lower the dumbbells back to shoulder height as you prepare for the next squat. Repeat the movement for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_squats_to_shoulder_press.jpg
1126,ea_dumbbell_staggered_deadlift,Dumbbell Staggered Deadlift,Legs,True,P2,PASS,PASS,hip; lower_back,PRIOR_REAUDIT,Purpose/Steps,"REV2 changed this card, but the edit does not close every prior finding. Keep the unresolved prior action(s) below.",Prefer 'drive through the whole foot/tripod foot' while keeping heel grounded.,"The back foot is there only for balance, so most of the load goes through the front leg without needing the balance of a full single-leg deadlift. A practical middle step between two legs and one.","Trains the lower body through the Dumbbell Staggered Deadlift movement. Use a controlled, pain-free range and a load that lets you keep stable alignment.","Stand with one foot forward and the other a half step back, heel raised || Hold a dumbbell in each hand in front of your thighs || Put around eighty percent of your weight on the front foot || Push your hips back and lower the weights along the front leg with a neutral spine || Drive through the front heel to stand, then change the stance and repeat","Stand with one foot forward and the other a half step back, heel raised || Hold a dumbbell in each hand in front of your thighs || Put around eighty percent of your weight on the front foot || Push your hips back and lower the weights along the front leg with a neutral spine || Drive through the front heel to stand, then change the stance and repeat",../../mobile/assets/posters/girl/ea_dumbbell_staggered_deadlift.jpg
1127,ea_dumbbell_staggered_glute_bridge,Dumbbell Staggered Glute Bridge,Legs,True,PASS,PASS,PASS,hip,,,No targeted pattern issue detected,None,Shifting most of the load onto one leg while the other stays down for support builds each glute separately without the balance demands of a true single-leg bridge. A good way to even out a side difference.,Shifting most of the load onto one leg while the other stays down for support builds each glute separately without the balance demands of a true single-leg bridge. A good way to even out a side difference.,"Lie on your back with knees bent and one foot slid further forward than the other || Hold a dumbbell across your hips with both hands || Press mostly through the heel of the near foot, using the far one only lightly || Lift your hips until your body is straight from knee to shoulder || Lower under control, then swap which foot is forward","Lie on your back with knees bent and one foot slid further forward than the other || Hold a dumbbell across your hips with both hands || Press mostly through the heel of the near foot, using the far one only lightly || Lift your hips until your body is straight from knee to shoulder || Lower under control, then swap which foot is forward",../../mobile/assets/posters/girl/ea_dumbbell_staggered_glute_bridge.jpg
1128,ea_dumbbell_staggered_hip_thrust,Dumbbell Staggered Hip Thrust,Legs,True,PASS,PASS,PASS,hip,,,No targeted pattern issue detected,None,"The raised shoulders give a longer range than a floor bridge, and the staggered feet load one glute at a time. This is the version to use when a full single-leg thrust is still too hard to control.","The raised shoulders give a longer range than a floor bridge, and the staggered feet load one glute at a time. This is the version to use when a full single-leg thrust is still too hard to control.","Sit with your upper back against a bench, knees bent, one foot ahead of the other || Rest a dumbbell across your hips and hold it with both hands || Push mostly through the heel of the rear foot, the front one only for balance || Drive your hips up until your body is straight from knee to shoulder || Lower slowly and repeat, then swap the feet over","Sit with your upper back against a bench, knees bent, one foot ahead of the other || Rest a dumbbell across your hips and hold it with both hands || Push mostly through the heel of the rear foot, the front one only for balance || Drive your hips up until your body is straight from knee to shoulder || Lower slowly and repeat, then swap the feet over",../../mobile/assets/posters/girl/ea_dumbbell_staggered_hip_thrust.jpg
1129,ea_dumbbell_standing_calf_raise,Dumbbell Standing Calf Raise,Legs,False,P1,NOT_VERIFIED,PASS,ankle,FORCED_ROM,Steps,Unqualified maximum-range cue may push a user beyond the range they can control without symptoms or compensation.,"Use the largest controlled, pain-free range available without compensation; regress range if alignment or symptoms deteriorate.",[not written — H3 pending],[not generated in this audit — H3 pending],"Stand upright with your feet hip-width apart, holding a dumbbell in each hand at your sides. Keep your posture straight and your core engaged || Slowly raise your heels off the floor by pushing through your forefeet, lifting your body upward as high as possible || Hold the top position for a brief moment, feeling the contraction in your calf muscles || Lower your heels back down to the starting position with control. Repeat for the desired number of repetitions","Stand upright with your feet hip-width apart, holding a dumbbell in each hand at your sides. Keep your posture straight and your core engaged || Slowly raise your heels off the floor by pushing through your forefeet, lifting your body upward as high as you can go with control and without pain or compensation || Hold the top position for a brief moment, feeling the contraction in your calf muscles || Lower your heels back down to the starting position with control. Repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_standing_calf_raise.jpg
1130,ea_dumbbell_standing_calf_raise_on_step,Dumbbell Standing Calf Raise on Step,Legs,False,P1,NOT_VERIFIED,PASS,ankle,FORCED_ROM,Steps,Unqualified maximum-range cue may push a user beyond the range they can control without symptoms or compensation.,"Use the largest controlled, pain-free range available without compensation; regress range if alignment or symptoms deteriorate.",[not written — H3 pending],[not generated in this audit — H3 pending],"Stand on a step platform with your heels hanging off the edge, holding a dumbbell in each hand at your sides. Position your feet hip-width apart || Slowly raise your heels as high as possible by pushing through your forefeet, lifting your body upward || Hold the top position for a brief moment, feeling the contraction in your calf muscles || Lower your heels below the edge of the step, feeling a stretch in your calves. Repeat for the desired number of repetitions","Stand on a step platform with your heels hanging off the edge, holding a dumbbell in each hand at your sides. Position your feet hip-width apart || Slowly raise your heels as high as you can go with control and without pain or compensation by pushing through your forefeet, lifting your body upward || Hold the top position for a brief moment, feeling the contraction in your calf muscles || Lower your heels below the edge of the step, feeling a stretch in your calves. Repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_standing_calf_raise_on_step.jpg
1131,ea_dumbbell_standing_hip_abduction,Dumbbell Standing Hip Abduction,Legs,True,P1,PASS,PASS,hip,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Keep the card inside fitness scope: describe the training target; add symptom-based stop/referral guidance instead of promising treatment.,"Trains the muscle on the side of the hip that stops your knee falling inward when you walk, run or land. Weakness there shows up as knee pain long before anyone thinks to blame the hip.","Trains the lower body through the Dumbbell Standing Hip Abduction movement. Use a controlled, pain-free range and a load that lets you keep stable alignment.","Stand tall holding something stable with one hand for balance || Hold a light dumbbell against the outside of the working thigh || Keep both legs straight and your torso completely upright || Lift the working leg out to the side without leaning your body the other way || Lower it slowly back past the standing leg, then finish the set and switch sides","Stand tall holding something stable with one hand for balance || Hold a light dumbbell against the outside of the working thigh || Keep both legs straight and your torso completely upright || Lift the working leg out to the side without leaning your body the other way || Lower it slowly back past the standing leg, then finish the set and switch sides",../../mobile/assets/posters/girl/ea_dumbbell_standing_hip_abduction.jpg
1132,ea_dumbbell_standing_single_leg_calf_raise,Dumbbell Standing Single Leg Calf Raise,Legs,False,P1,NOT_VERIFIED,PASS,ankle,FORCED_ROM,Steps,Unqualified maximum-range cue may push a user beyond the range they can control without symptoms or compensation.,"Use the largest controlled, pain-free range available without compensation; regress range if alignment or symptoms deteriorate.",[not written — H3 pending],[not generated in this audit — H3 pending],"Stand with your left foot on the floor, keeping your right foot a few inches off the floor, holding a dumbbell in both hands with your arms hanging by your sides || Press through your left heel to raise your heel off the floor as high as possible by extending your ankle || Hold the position briefly at the top, squeezing your calf muscle || Lower your heel back down to the starting position with control. Repeat for the desired number of repetitions, then switch to the right leg","Stand with your left foot on the floor, keeping your right foot a few inches off the floor, holding a dumbbell in both hands with your arms hanging by your sides || Press through your left heel to raise your heel off the floor as high as you can go with control and without pain or compensation by extending your ankle || Hold the position briefly at the top, squeezing your calf muscle || Lower your heel back down to the starting position with control. Repeat for the desired number of repetitions, then switch to the right leg",../../mobile/assets/posters/men/ea_dumbbell_standing_single_leg_calf_raise.jpg
1133,ea_dumbbell_static_lunge,Dumbbell Static Lunge,Legs,False,PASS,NOT_VERIFIED,PASS,hip; knee,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Begin by standing with your feet shoulder-width apart, holding a dumbbell in each hand at your sides. Step your right foot forward and your left foot back || Lower your body by bending both knees until your right thigh is parallel to the floor and your left knee nearly touches the floor || Push through your right heel to return to the starting position, keeping your feet in the same place || Repeat the movement for the desired number of repetitions before switching to the other leg","Begin by standing with your feet shoulder-width apart, holding a dumbbell in each hand at your sides. Step your right foot forward and your left foot back || Lower your body by bending both knees until your right thigh is parallel to the floor and your left knee nearly touches the floor || Push through your right heel to return to the starting position, keeping your feet in the same place || Repeat the movement for the desired number of repetitions before switching to the other leg",../../mobile/assets/posters/men/ea_dumbbell_static_lunge.jpg
1134,ea_dumbbell_step_up_on_bench,Dumbbell Step Up on Bench,Legs,False,PASS,NOT_VERIFIED,PASS,hip; knee,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Begin by standing in front of a bench with your feet shoulder-width apart, holding a dumbbell in each hand at your sides || Place your right foot on the bench, ensuring your entire foot is firmly planted. Push through your right heel to lift your body onto the bench, bringing your left foot up to meet the right || Step down with your left foot first, followed by your right foot, returning to the starting position || Repeat the movement for the desired number of repetitions, then switch to the other leg","Begin by standing in front of a bench with your feet shoulder-width apart, holding a dumbbell in each hand at your sides || Place your right foot on the bench, ensuring your entire foot is firmly planted. Push through your right heel to lift your body onto the bench, bringing your left foot up to meet the right || Step down with your left foot first, followed by your right foot, returning to the starting position || Repeat the movement for the desired number of repetitions, then switch to the other leg",../../mobile/assets/posters/men/ea_dumbbell_step_up_on_bench.jpg
1135,ea_dumbbell_step_up_with_knee_raise,Dumbbell Step-up with Knee Raise,Legs,False,PASS,NOT_VERIFIED,PASS,hip; knee,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Begin by standing in front of a bench with your feet shoulder-width apart, holding a dumbbell in each hand at your sides || Place your right foot on the bench, ensuring your entire foot is firmly planted. Push through your right heel to lift your body onto the bench, simultaneously lifting your left knee up towards your chest || Lower your left leg back down to the floor, followed by your right leg, returning to the starting position || Repeat the movement for the desired number of repetitions, then switch to the other leg","Begin by standing in front of a bench with your feet shoulder-width apart, holding a dumbbell in each hand at your sides || Place your right foot on the bench, ensuring your entire foot is firmly planted. Push through your right heel to lift your body onto the bench, simultaneously lifting your left knee up towards your chest || Lower your left leg back down to the floor, followed by your right leg, returning to the starting position || Repeat the movement for the desired number of repetitions, then switch to the other leg",../../mobile/assets/posters/men/ea_dumbbell_step_up_with_knee_raise.jpg
1136,ea_dumbbell_stiff_leg_deadlift,Dumbbell Stiff Leg Deadlift,Legs,False,P2,NOT_VERIFIED,PASS,hip; lower_back,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.,[not written — H3 pending],[not generated in this audit — H3 pending],"Stand with your feet hip-width apart, holding a dumbbell in each hand in front of your thighs with your palms facing your body || Keeping a slight bend in your knees, hinge at your hips and lower the dumbbells towards the floor, maintaining a straight back and keeping the dumbbells close to your legs || Lower the dumbbells until you feel a stretch in your hamstrings, ensuring your back remains straight || Return to the starting position, extending your hips and standing tall. Repeat for the desired number of repetitions","Stand with your feet hip-width apart, holding a dumbbell in each hand in front of your thighs with your palms facing your body || Keeping a slight bend in your knees, hinge at your hips and lower the dumbbells towards the floor, maintaining a straight back and keeping the dumbbells close to your legs || Lower the dumbbells until you feel a stretch in your hamstrings, ensuring your back remains straight || Return to the starting position, extending your hips and standing tall. Repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_stiff_leg_deadlift.jpg
1137,ea_dumbbell_straight_leg_deadlift,Dumbbell Straight Leg Deadlift,Legs,False,P2,NOT_VERIFIED,PASS,hip; lower_back,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.,[not written — H3 pending],[not generated in this audit — H3 pending],"Begin by standing with your feet hip-width apart, holding a dumbbell in each hand with your palms facing your thighs. Keep your legs straight but not locked || Keep your back straight and hinge at your hips, lowering the dumbbells towards the floor. Push your hips back while keeping the dumbbells close to your legs || Lower the dumbbells until you feel a stretch in your hamstrings, ensuring your back remains straight || Return to the starting position by driving your hips forward and standing up straight, squeezing your glutes at the top. Repeat for the desired number of repetitions","Begin by standing with your feet hip-width apart, holding a dumbbell in each hand with your palms facing your thighs. Keep your legs straight but not locked || maintain a stable, neutral spine and hinge at your hips, lowering the dumbbells towards the floor. Push your hips back while keeping the dumbbells close to your legs || Lower the dumbbells until you feel a stretch in your hamstrings, ensuring your back remains straight || Return to the starting position by driving your hips forward and standing up straight, squeezing your glutes at the top. Repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_straight_leg_deadlift.jpg
1138,ea_dumbbell_suitcase_carry,Dumbbell Suitcase Carry,Legs,False,PASS,NOT_VERIFIED,PASS,,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Stand with your feet hip-width apart, holding a dumbbell in one hand at your side, allowing your arm to hang. Ensure your shoulders are level and your posture is upright || Begin walking forward in a straight line, keeping the dumbbell close to your body. Walk for the desired distance or time || Maintain a neutral spine and avoid leaning to one side to balance the weight. Focus on keeping your torso stable and your strides even || After completing the desired distance or time, switch the dumbbell to the other hand and repeat the exercise, ensuring equal work on both sides","Stand with your feet hip-width apart, holding a dumbbell in one hand at your side, allowing your arm to hang. Ensure your shoulders are level and your posture is upright || Begin walking forward in a straight line, keeping the dumbbell close to your body. Walk for the desired distance or time || Maintain a neutral spine and avoid leaning to one side to balance the weight. Focus on keeping your torso stable and your strides even || After completing the desired distance or time, switch the dumbbell to the other hand and repeat the exercise, ensuring equal work on both sides",../../mobile/assets/posters/men/ea_dumbbell_suitcase_carry.jpg
1139,ea_dumbbell_sumo_squat_off_benches,Dumbbell Sumo Squat Off Benches,Legs,False,PASS,NOT_VERIFIED,PASS,ankle; hip; knee,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Stand between two benches with a wide stance, toes pointed slightly outward. Hold a dumbbell with both hands, letting it hang between your legs || Lower yourself into a wide squat by bending your knees and pushing your hips back. Lower until your thighs are parallel to the floor || Push through your heels to stand back up, squeezing your glutes at the top of the movement || Repeat the squat for the desired number of repetitions","Stand between two benches with a wide stance, toes pointed slightly outward. Hold a dumbbell with both hands, letting it hang between your legs || Lower yourself into a wide squat by bending your knees and pushing your hips back. Lower until your thighs are parallel to the floor || Push through your heels to stand back up, squeezing your glutes at the top of the movement || Repeat the squat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_sumo_squat_off_benches.jpg
1140,ea_dumbbell_supported_sissy_squat,Dumbbell Supported Sissy Squat,Legs,False,P2,NOT_VERIFIED,PASS,ankle; hip; knee,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.,[not written — H3 pending],[not generated in this audit — H3 pending],"Position yourself on a sissy squat machine with your feet shoulder-width apart and your lower legs securely supported by the machine's pads. Hold a dumbbell close to your chest with both hands || Slowly lower your body by bending your knees, keeping your back straight || Lower until your thighs are almost parallel to the floor || Push through your thighs to rise back to the starting position. Repeat for the desired number of repetitions","Position yourself on a sissy squat machine with your feet shoulder-width apart and your lower legs securely supported by the machine's pads. Hold a dumbbell close to your chest with both hands || Slowly lower your body by bending your knees, keeping your back straight || Lower until your thighs are almost parallel to the floor || Push through your thighs to rise back to the starting position. Repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_dumbbell_supported_sissy_squat.jpg
1141,ea_elevated_standing_calf_raise,Elevated Standing Calf Raise,Legs,False,P1,NOT_VERIFIED,PASS,ankle,FORCED_ROM,Steps,Unqualified maximum-range cue may push a user beyond the range they can control without symptoms or compensation.,"Use the largest controlled, pain-free range available without compensation; regress range if alignment or symptoms deteriorate.",[not written — H3 pending],[not generated in this audit — H3 pending],"Stand on the edge of a step with your heels hanging off, placing your forefeet securely on the edge. Hold onto a stable surface for balance if necessary || Lower your heels below the level of the platform to feel a stretch in your calf muscles || Press through your forefeet to raise your heels as high as possible, fully contracting your calf muscles || Slowly lower your heels back down to the starting position, maintaining control throughout the movement. Repeat for the desired number of repetitions","Stand on the edge of a step with your heels hanging off, placing your forefeet securely on the edge. Hold onto a stable surface for balance if necessary || Lower your heels below the level of the platform to feel a stretch in your calf muscles || Press through your forefeet to raise your heels as high as you can go with control and without pain or compensation, fully contracting your calf muscles || Slowly lower your heels back down to the starting position, maintaining control throughout the movement. Repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_elevated_standing_calf_raise.jpg
1142,ea_exercise_ball_leg_curl,Exercise Ball Leg Curl,Legs,False,PASS,NOT_VERIFIED,PASS,knee,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Lie on your back with your arms at your sides, palms facing down. Place your heels and calves on top of an exercise ball || Engage your core and lift your hips off the floor, forming a straight line from your shoulders to your heels. This is your starting position || Bend your knees and roll the ball towards your glutes by pulling your heels in. Keep your hips elevated and maintain the straight line from your shoulders to your knees || Slowly extend your legs, rolling the ball back to the starting position while keeping your hips lifted. Repeat for the desired number of repetitions","Lie on your back with your arms at your sides, palms facing down. Place your heels and calves on top of an exercise ball || Engage your core and lift your hips off the floor, forming a straight line from your shoulders to your heels. This is your starting position || Bend your knees and roll the ball towards your glutes by pulling your heels in. Keep your hips elevated and maintain the straight line from your shoulders to your knees || Slowly extend your legs, rolling the ball back to the starting position while keeping your hips lifted. Repeat for the desired number of repetitions",../../mobile/assets/posters/men/ea_exercise_ball_leg_curl.jpg
1143,ea_exercise_ball_one_legged_diagonal_kick_hamstring_curl,Exercise Ball One Legged Diagonal Kick Hamstring Curl,Legs,False,PASS,NOT_VERIFIED,PASS,hip,,,No targeted pattern issue detected,None,[not written — H3 pending],[not generated in this audit — H3 pending],"Begin by lying on your back with your arms at your sides, palms facing down. Place your left heel and calf on top of an exercise ball, with your right leg extended straight and aligned with your hips || Engage your core and lift your hips off the floor, forming a straight line from your shoulders to your left heel || Bend your left knee and roll the ball diagonally towards the middle of your hips, pulling your heel in while simultaneously raising your right leg upwards along the line of your hips || Extend your left leg, rolling the ball back to the starting position, while lowering your right leg back to the floor. Repeat for the desired number of repetitions || Switch legs and repeat the movement with your right heel and calf on the ball and your left leg extending upwards","Begin by lying on your back with your arms at your sides, palms facing down. Place your left heel and calf on top of an exercise ball, with your right leg extended straight and aligned with your hips || Engage your core and lift your hips off the floor, forming a straight line from your shoulders to your left heel || Bend your left knee and roll the ball diagonally towards the middle of your hips, pulling your heel in while simultaneously raising your right leg upwards along the line of your hips || Extend your left leg, rolling the ball back to the starting position, while lowering your right leg back to the floor. Repeat for the desired number of repetitions || Switch legs and repeat the movement with your right heel and calf on the ball and your left leg extending upwards",../../mobile/assets/posters/men/ea_exercise_ball_one_legged_diagonal_kick_hamstring_curl.jpg
